1767 16
951 12 0.909366
951 13 -1.2784648
951 14 0.5898902
951 15 0.41815048
952 0 2.397499
952 1 -0.31134188
952 2 -0.31669888
952 3 -1.300751
952 4 0.7235693
952 5 -0.97130007
952 6 -0.7558515
952 7 0.18693179
952 8 -1.0447752
952 9 -1.4371059
952 10 -0.49607956
952 11 -1.3539424
952 12 2.2038047
952 13 -0.34891397
952 14 -0.43318462
952 15 2.793727
953 0 2.4266586
953 1 -0.7924421
953 2 0.035130203
953 3 0.2379998
953 4 0.0030996501
953 5 -1.8797796
953 6 -2.4979215
953 7 -1.1483918
953 8 -1.6284916
953 9 -3.5576599
953 10 -0.65500695
953 11 -3.0591002
953 12 1.4691002
953 13 -0.9377143
953 14 -2.7805674
953 15 2.560538
954 0 -0.65210605
954 1 2.8455367
954 2 -2.5830808
954 3 1.4534606
954 4 -0.001632452
954 5 -0.60675836
954 6 -0.47878718
954 7 0.13946933
954 8 2.8459935
954 9 -0.016634837
954 10 1.365374
954 11 -2.1931458
954 12 -1.1496613
954 13 3.969141
954 14 -2.3310583
954 15 0.060968876
955 0 6.325145
955 1 -3.0084593
955 2 -4.7425995
955 3 -0.9549153
955 4 -6.8008184
955 5 1.6867377
955 6 4.750412
955 7 -5.90504
955 8 -2.0816066
955 9 2.9766297
955 10 0.46577728
955 11 1.5048655
955 12 3.1128094
955 13 2.665458
955 14 -0.3358463
955 15 2.2615986
956 0 2.5876012
956 1 -1.5935924
956 2 -0.05387914
956 3 -1.4824841
956 4 0.69993865
956 5 1.2189392
956 6 -0.6422107
956 7 -1.7889444
956 8 3.8301144
956 9 -4.1446133
956 10 4.0316486
956 11 3.3364859
956 12 -1.372171
956 13 -0.004528284
956 14 -4.528717
956 15 2.1428573
957 0 2.5675373
957 1 -0.8374926
957 2 -1.6962813
957 3 -0.686278
957 4 -1.1760764
957 5 -1.0635262
957 6 -0.50366974
957 7 -1.0500559
957 8 0.35261247
957 9 -1.1474582
957 10 0.4267699
957 11 0.31631875
957 12 0.44308624
957 13 -0.5894987
957 14 0.4232779
957 15 -0.30028713
958 0 2.3854656
958 1 -1.2632738
958 2 -0.7273346
958 3 -0.020705223
958 4 -1.6398878
958 5 -2.9342968
958 6 0.042737722
958 7 -1.1423229
958 8 0.21547577
958 9 -3.6528895
958 10 -1.6867136
958 11 -2.0235229
958 12 1.3899969
958 13 0.6371772
958 14 -1.2510681
958 15 -0.74128246
959 0 1.4395583
959 1 -0.24058722
959 2 -0.34960276
959 3 -0.74715906
959 4 0.09993571
959 5 -0.009803176
959 6 0.31260705
959 7 -0.47288665
959 8 -1.3375682
959 9 -0.58445895
959 10 -1.6958673
959 11 -1.3327333
959 12 0.3375494
959 13 0.12053892
959 14 0.45766813
959 15 1.0937011
960 0 0.76153207
960 1 -2.0196843
960 2 0.04888147
960 3 -1.7697709
960 4 -0.07070403
960 5 -0.28589678
960 6 -2.5570536
960 7 0.7125656
960 8 0.21975763
960 9 -0.595358
960 10 0.023578703
960 11 0.16363895
960 12 0.9520091
960 13 0.30733126
960 14 -1.7033386
960 15 0.5685741
961 0 1.1707747
961 1 0.7511062
961 2 -0.42896667
961 3 1.0045141
961 4 -0.3104007
961 5 -1.9829111
961 6 -1.5442592
961 7 1.928385
961 8 -0.8233215
961 9 -0.19622716
961 10 -0.47857374
961 11 0.004875064
961 12 0.7650062
961 13 0.06042075
961 14 0.75860196
961 15 3.1470637
962 0 3.7362301
962 1 3.3940778
962 2 -2.8578932
962 3 5.8666453
962 4 -5.0608387
962 5 0.29606235
962 6 -1.3809094
962 7 -0.008924842
962 8 2.5596447
962 9 -0.7143446
962 10 0.666373
962 11 -2.3566227
962 12 0.9858763
962 13 2.701972
962 14 4.8233757
962 15 -0.58359253
963 0 3.614785
963 1 -1.1608603
963 2 -0.39045
963 3 -1.621801
963 4 -5.2981524
963 5 0.94990766
963 6 -1.100521
963 7 -3.3270478
963 8 -3.0283062
963 9 -5.32146
963 10 -3.217804
963 11 -0.96425307
963 12 1.1872137
963 13 -1.79352
963 14 1.2752523
963 15 0.22694337
964 0 1.7642932
964 1 -0.046414554
964 2 -0.33365813
964 3 -0.9189599
964 4 0.27121675
964 5 1.522391
964 6 -0.0030249357
964 7 -0.69702953
964 8 0.78253835
964 9 -0.5639282
964 10 1.1356409
964 11 0.28921688
964 12 0.108703926
964 13 -0.24897608
964 14 0.9715859
964 15 0.60479003
965 0 -0.4342246
965 1 -0.14296031
965 2 -0.2046141
965 3 -0.5677197
965 4 -1.6749053
965 5 -1.595947
965 6 -0.36496174
965 7 -0.934706
965 8 0.6484842
965 9 0.03321363
965 10 -1.5565025
965 11 -2.2940564
965 12 -1.7066194
965 13 -1.0249195
965 14 -0.12874955
965 15 0.73280776
966 0 1.1191355
966 1 -1.8249347
966 2 -2.2147055
966 3 1.6853122
966 4 -3.5141644
966 5 -4.555543
966 6 -0.02458334
966 7 0.4237507
966 8 2.0790262
966 9 -1.2444727
966 10 1.2282908
966 11 1.0459782
966 12 -0.27226868
966 13 1.2684543
966 14 -2.6691883
966 15 1.0230167
967 0 2.1875374
967 1 0.07889634
967 2 -0.23108912
967 3 -1.2005953
967 4 0.5715097
967 5 2.5262284
967 6 0.64761746
967 7 -1.863188
967 8 -0.72828853
967 9 -0.5790663
967 10 0.72783244
967 11 -0.101667404
967 12 0.38099018
967 13 0.25938678
967 14 1.3756623
967 15 0.13797045
968 0 1.2318186
968 1 -1.4497983
968 2 0.4120437
968 3 -3.132639
968 4 -1.421356
968 5 -2.2982388
968 6 0.81448066
968 7 -0.59042627
968 8 2.33124
968 9 -1.2663003
968 10 1.2781978
968 11 -0.64952886
968 12 -0.81493855
968 13 0.914576
968 14 0.6276162
968 15 0.9123086
969 0 -0.8791603
969 1 4.8478136
969 2 -4.702579
969 3 0.7016367
969 4 -2.274928
969 5 -8.658437
969 6 -2.2235508
969 7 -0.6288221
969 8 0.44392794
969 9 3.426726
969 10 -2.1622405
969 11 -3.2160826
969 12 1.8354197
969 13 1.1433682
969 14 0.018914402
969 15 0.52185035
970 0 -4.340665
970 1 -0.8066369
970 2 -7.5588427
970 3 -5.86581
970 4 -0.38719344
970 5 -9.637011
970 6 -2.3090708
970 7 -0.4136808
970 8 -1.2208402
970 9 -0.30780607
970 10 -0.3062361
970 11 0.9441252
970 12 1.0551038
970 13 -3.4357324
970 14 -2.8035607
970 15 0.5595425
971 0 1.7880095
971 1 -1.6121662
971 2 -0.95032084
971 3 -1.595585
971 4 -0.53906685
971 5 0.102369666
971 6 0.069527745
971 7 -0.64045763
971 8 -0.6146445
971 9 -1.1988698
971 10 0.42536575
971 11 -0.075187266
971 12 -0.49871755
971 13 -0.83148795
971 14 0.7781585
971 15 0.5560332
972 0 -0.19722521
972 1 -1.9407542
972 2 0.391039
972 3 -2.4225268
972 4 0.3437286
972 5 -1.322689
972 6 -2.7730906
972 7 0.156578
972 8 -0.6488529
972 9 -0.3673941
972 10 -0.4662935
972 11 -1.6689014
972 12 -1.8889688
972 13 -1.0692805
972 14 -0.48501766
972 15 0.9417105
973 0 1.0013012
973 1 -0.8137843
973 2 -0.32878652
973 3 -2.356667
973 4 0.5032714
973 5 -0.35360217
973 6 -3.482716
973 7 -2.5163326
973 8 -3.924833
973 9 -0.46689996
973 10 -2.0907707
973 11 -3.4233432
973 12 -0.39323816
973 13 -2.9716253
973 14 -0.1717912
973 15 0.49166542
974 0 1.2617424
974 1 -1.0080543
974 2 -0.8176867
974 3 -1.1878283
974 4 -0.0010201335
974 5 0.25032723
974 6 -2.3506353
974 7 -2.079826
974 8 -2.678252
974 9 -0.27171755
974 10 -0.8656436
974 11 -1.5877666
974 12 -0.39150718
974 13 -1.8601999
974 14 -0.44831377
974 15 -0.28919995
975 0 0.7897078
975 1 0.50250185
975 2 -0.6827066
975 3 -0.8889671
975 4 0.19781092
975 5 0.22559893
975 6 0.48829436
975 7 -1.3205414
975 8 0.7517434
975 9 0.73375463
975 10 0.76571333
975 11 -0.08535069
975 12 0.12340036
975 13 0.57274705
975 14 -0.87479043
975 15 -0.2642851
976 0 -10.399542
976 1 -0.8651303
976 2 3.9628894
976 3 -3.5417128
976 4 0.35210615
976 5 0.5704037
976 6 -7.1431503
976 7 0.11018902
976 8 1.318474
976 9 -0.06790341
976 10 0.38048434
976 11 0.14572263
976 12 -1.6168411
976 13 1.8949347
976 14 0.77892584
976 15 4.8956075
977 0 0.31587356
977 1 1.27478
977 2 -0.6300114
977 3 -0.30749404
977 4 1.2077706
977 5 -3.14704
977 6 -0.94157493
977 7 -0.8365078
977 8 2.0002565
977 9 -1.3660363
977 10 1.1086687
977 11 -0.16902238
977 12 -0.39549667
977 13 1.691
977 14 -3.316733
977 15 2.403265
978 0 2.8392198
978 1 0.81556445
978 2 -0.39599618
978 3 -4.2892895
978 4 -0.8174579
978 5 0.62664425
978 6 0.8740338
978 7 -2.750713
978 8 -1.4135077
978 9 -4.731787
978 10 -2.4097471
978 11 -0.18465805
978 12 1.6628276
978 13 -0.5183144
978 14 0.88741845
978 15 0.018531322
979 0 1.5794513
979 1 1.4894819
979 2 -2.066945
979 3 1.2176951
979 4 -0.6150733
979 5 -5.0650387
979 6 -0.3782459
979 7 0.96510845
979 8 -0.20818213
979 9 -0.7597444
979 10 -1.6421775
979 11 -1.6866564
979 12 1.9607662
979 13 1.7022729
979 14 -1.5007821
979 15 1.880834
980 0 0.9518801
980 1 0.060329795
980 2 -0.62171036
980 3 -0.90678656
980 4 0.29450542
980 5 0.6678046
980 6 -0.1325472
980 7 -0.6255486
980 8 0.061419833
980 9 -0.22700241
980 10 0.33265328
980 11 -0.4460209
980 12 0.02882357
980 13 -0.282928
980 14 0.05179423
980 15 0.33827716
981 0 6.7968416
981 1 -0.6507977
981 2 -0.5636054
981 3 -0.5457525
981 4 0.00567171
981 5 7.5431247
981 6 -2.0549226
981 7 -1.1652334
981 8 4.465988
981 9 -9.950916
981 10 7.377523
981 11 6.8429227
981 12 0.16285032
981 13 -4.502828
981 14 5.882322
981 15 2.3924985
982 0 -2.979876
982 1 -0.59653413
982 2 -0.5311345
982 3 -25.452206
982 4 2.112558
982 5 -12.613064
982 6 -0.8638265
982 7 1.3949938
982 8 2.454164
982 9 -18.047571
982 10 1.2464371
982 11 -7.4902887
982 12 2.069405
982 13 0.74728173
982 14 -1.5353234
982 15 3.9477358
983 0 0.9551202
983 1 -2.4197445
983 2 -1.233039
983 3 -1.9013212
983 4 0.2946481
983 5 -2.9168923
983 6 -1.5606904
983 7 -0.24596441
983 8 -0.103061266
983 9 1.1103724
983 10 -2.1652906
983 11 -2.8735976
983 12 0.807855
983 13 -0.18091701
983 14 -2.0197406
983 15 2.142093
984 0 1.0350358
984 1 -1.0084776
984 2 -2.3028145
984 3 0.051385105
984 4 -3.7175975
984 5 -5.418065
984 6 -2.8438487
984 7 2.689401
984 8 0.59781116
984 9 -0.8609023
984 10 1.2010834
984 11 -0.63064563
984 12 -0.08122819
984 13 0.0017876327
984 14 1.4235878
984 15 3.176412
985 0 1.3263152
985 1 0.29239935
985 2 -0.22118533
985 3 -1.8062302
985 4 0.7536093
985 5 1.8163027
985 6 0.54565966
985 7 -0.9221444
985 8 0.6777667
985 9 0.315039
985 10 0.70146286
985 11 -0.49932522
985 12 0.06967488
985 13 0.34944415
985 14 0.6284824
985 15 0.06679249
986 0 1.037996
986 1 -0.43817696
986 2 -2.1069608
986 3 -1.3460453
986 4 0.10370818
986 5 -1.4349192
986 6 0.11163533
986 7 -1.2794031
986 8 -0.77583355
986 9 0.50674295
986 10 -0.6402813
986 11 -1.3091713
986 12 0.54741013
986 13 -0.13741986
986 14 -3.4496124
986 15 1.235378
987 0 -0.8635256
987 1 -1.5843358
987 2 0.45472312
987 3 -1.4773875
987 4 -0.12782954
987 5 -1.5535467
987 6 -1.6000519
987 7 -2.6139042
987 8 -0.9764625
987 9 1.733947
987 10 -1.6234833
987 11 -1.6715863
987 12 -1.1354665
987 13 -1.0357943
987 14 -1.7582526
987 15 1.7212828
988 0 -0.0010291338
988 1 -0.36393565
988 2 -0.9694628
988 3 -0.03988576
988 4 0.7048688
988 5 -0.47727835
988 6 -1.258523
988 7 -1.2395524
988 8 -1.49766
988 9 1.3654735
988 10 0.16872501
988 11 -0.55164903
988 12 0.8595246
988 13 -0.13138926
988 14 -4.247122
988 15 1.9373262
989 0 0.06564826
989 1 1.1388853
989 2 -0.6490163
989 3 -0.23986357
989 4 -0.7482773
989 5 -6.729171
989 6 -0.610358
989 7 0.61059755
989 8 1.6327348
989 9 2.9059987
989 10 -0.85517293
989 11 -2.7337515
989 12 1.0890641
989 13 2.149471
989 14 -0.8601409
989 15 3.9574354
990 0 -0.759053
990 1 2.5631087
990 2 -1.4405537
990 3 -0.04621923
990 4 0.114372164
990 5 -5.906435
990 6 0.32864356
990 7 0.36565024
990 8 -1.291894
990 9 1.7628332
990 10 -2.1334474
990 11 -2.8341215
990 12 1.6278181
990 13 2.4982233
990 14 -0.53496706
990 15 3.699192
991 0 1.6088114
991 1 2.1969583
991 2 -1.900749
991 3 -0.2588529
991 4 -0.61537075
991 5 -3.6394854
991 6 -0.49152112
991 7 0.07058066
991 8 -2.0765676
991 9 0.09404868
991 10 -2.2512457
991 11 -1.6805273
991 12 1.8817595
991 13 0.7942917
991 14 -0.0203138
991 15 2.5313516
992 0 0.7638593
992 1 -8.5986805
992 2 0.011985481
992 3 0.04197693
992 4 2.7045112
992 5 2.3883991
992 6 -0.16658747
992 7 -2.8821146
992 8 1.0790071
992 9 -0.22255132
992 10 1.2189406
992 11 0.27638268
992 12 -4.5898256
992 13 -0.6557682
992 14 -1.5332049
992 15 1.1671668
993 0 3.8299468
993 1 1.158921
993 2 -0.012028575
993 3 -1.0865405
993 4 0.9295589
993 5 2.887371
993 6 0.30423665
993 7 -1.2556375
993 8 -3.1831315
993 9 -0.11155873
993 10 0.21546733
993 11 0.71048737
993 12 0.93583727
993 13 0.7291655
993 14 0.72581714
993 15 3.3317368
994 0 -0.7725767
994 1 -0.49671513
994 2 -0.21626621
994 3 -2.5731525
994 4 0.9077592
994 5 -0.20512283
994 6 -0.77127516
994 7 -1.134535
994 8 0.84690875
994 9 -0.43506813
994 10 0.35349476
994 11 -0.63552684
994 12 -0.7728435
994 13 -0.26943335
994 14 -0.039410293
994 15 0.9741259
995 0 0.1269809
995 1 0.7848888
995 2 -1.747983
995 3 -0.08873469
995 4 -0.32031545
995 5 -2.5856667
995 6 -0.02876532
995 7 -0.66243786
995 8 0.43216902
995 9 2.5398443
995 10 -0.29325634
995 11 -1.7109287
995 12 -0.2529955
995 13 1.6656702
995 14 -0.49899447
995 15 2.5775864
996 0 4.655677
996 1 -0.88461345
996 2 -1.4923064
996 3 -0.85630053
996 4 0.5656679
996 5 6.2711864
996 6 1.3613867
996 7 -3.1925623
996 8 -0.8050863
996 9 1.0519214
996 10 3.1913948
996 11 2.6513324
996 12 -1.0226243
996 13 3.4208395
996 14 0.79348475
996 15 3.4969573
997 0 1.566729
997 1 -0.3028089
997 2 -0.55598694
997 3 -1.4116925
997 4 0.44756234
997 5 2.069581
997 6 -0.02726394
997 7 -0.091184616
997 8 0.8917103
997 9 -1.0588621
997 10 1.7479261
997 11 0.19546759
997 12 -0.07626119
997 13 -0.104705974
997 14 1.5466762
997 15 0.68901825
998 0 1.7999445
998 1 -3.0082424
998 2 -3.0323904
998 3 -1.8666306
998 4 0.099737406
998 5 -1.8921051
998 6 0.54922247
998 7 -0.32995653
998 8 -1.2079704
998 9 0.3947067
998 10 -0.89749134
998 11 -1.0871934
998 12 0.7236284
998 13 -1.8267999
998 14 -0.16210794
998 15 1.2476472
999 0 1.3307445
999 1 1.3145308
999 2 -1.2426037
999 3 0.8049339
999 4 -1.4286447
999 5 -2.7090926
999 6 -0.70621574
999 7 -5.1200223
999 8 0.40422416
999 9 -0.57568634
999 10 1.1014769
999 11 -0.70487964
999 12 -1.8656315
999 13 2.3885267
999 14 -2.1529262
999 15 1.60375
1000 0 3.5965085
1000 1 -2.9597375
1000 2 -0.30920067
1000 3 5.7977715
1000 4 -3.609377
1000 5 -4.351243
1000 6 1.6924103
1000 7 -0.75780714
1000 8 5.566424
1000 9 -2.6360495
1000 10 3.974893
1000 11 2.5206356
1000 12 -1.6313256
1000 13 3.9649167
1000 14 -1.4514326
1000 15 0.5862068
1001 0 0.33219063
1001 1 -0.3015626
1001 2 -0.30806327
1001 3 -0.88742554
1001 4 0.43644524
1001 5 0.16677248
1001 6 -0.29038173
1001 7 -0.522007
1001 8 -0.48302785
1001 9 0.8005551
1001 10 0.15566671
1001 11 -0.97171175
1001 12 -0.41326994
1001 13 -0.22345881
1001 14 -0.21206588
1001 15 1.2045684
1002 0 0.38174337
1002 1 -1.3652115
1002 2 -3.8664942
1002 3 -1.5526168
1002 4 0.37758446
1002 5 -3.2168565
1002 6 -0.41302383
1002 7 -1.3586087
1002 8 -1.6144065
1002 9 -0.49337202
1002 10 -1.2552862
1002 11 -0.4435689
1002 12 0.4592696
1002 13 -3.3489904
1002 14 -2.1194406
1002 15 0.16345942
1003 0 3.020206
1003 1 -4.4907875
1003 2 3.1169772
1003 3 3.8336306
1003 4 -1.355996
1003 5 -6.869529
1003 6 -2.2393146
1003 7 7.6532845
1003 8 -8.987873
1003 9 -1.1574745
1003 10 -7.2715545
1003 11 -13.591469
1003 12 4.322042
1003 13 -0.9546414
1003 14 3.6572316
1003 15 6.7533293
1004 0 -2.242496
1004 1 0.14374447
1004 2 -2.68782
1004 3 -1.8782276
1004 4 -0.1239699
1004 5 -5.038769
1004 6 -2.8434598
1004 7 -3.914952
1004 8 0.9552658
1004 9 -1.795916
1004 10 0.93822193
1004 11 0.53464735
1004 12 -1.0957129
1004 13 -1.0024858
1004 14 -5.7051554
1004 15 -0.33601177
1005 0 0.19485438
1005 1 -0.4672533
1005 2 -1.254741
1005 3 -1.9379963
1005 4 -0.16929325
1005 5 0.45152318
1005 6 -0.8120412
1005 7 0.630235
1005 8 0.16918845
1005 9 -2.2302814
1005 10 0.50780404
1005 11 -0.67172503
1005 12 0.33267057
1005 13 -0.36467594
1005 14 0.8198387
1005 15 1.0642262
1006 0 1.0770799
1006 1 -1.307476
1006 2 -1.0451972
1006 3 -2.5672767
1006 4 1.358636
1006 5 -0.7189077
1006 6 -0.95668644
1006 7 0.2843514
1006 8 -1.2054255
1006 9 0.70608413
1006 10 0.25846046
1006 11 -0.67223567
1006 12 1.2801267
1006 13 -0.3381779
1006 14 -0.6580215
1006 15 2.6546712
1007 0 1.5049965
1007 1 -0.30069146
1007 2 -0.043880045
1007 3 -0.5324954
1007 4 -0.63895714
1007 5 0.31776798
1007 6 -2.8046122
1007 7 -1.7121918
1007 8 -3.3937194
1007 9 0.13756254
1007 10 -1.2047992
1007 11 -1.2215028
1007 12 0.21292514
1007 13 -2.228091
1007 14 -0.63940006
1007 15 0.86741054
1008 0 -9.971708
1008 1 -2.172818
1008 2 -1.3076284
1008 3 -1.131777
1008 4 -3.3460636
1008 5 -7.934196
1008 6 -5.0195546
1008 7 -3.6704905
1008 8 4.919569
1008 9 -2.6146348
1008 10 1.7277447
1008 11 2.5305347
1008 12 -4.2996235
1008 13 -0.6813079
1008 14 -5.688179
1008 15 -0.30520487
1009 0 1.6249104
1009 1 1.6314459
1009 2 -2.364653
1009 3 -0.4593352
1009 4 -0.8698765
1009 5 -3.0608187
1009 6 -1.4004717
1009 7 -1.5886931
1009 8 0.53914285
1009 9 -0.32175982
1009 10 1.0479101
1009 11 0.40128565
1009 12 0.7761692
1009 13 0.724719
1009 14 -2.909815
1009 15 0.973662
1010 0 -4.9086714
1010 1 0.68336123
1010 2 -0.0035110712
1010 3 -5.564705
1010 4 0.92506886
1010 5 -4.622041
1010 6 -2.7271776
1010 7 -1.7962079
1010 8 1.8150635
1010 9 -1.1764718
1010 10 -4.744267
1010 11 -3.0583858
1010 12 -2.2431946
1010 13 -3.1082678
1010 14 -2.2173905
1010 15 2.329046
1011 0 0.39368397
1011 1 -1.5208404
1011 2 0.35114944
1011 3 -2.900001
1011 4 0.59982944
1011 5 0.9293903
1011 6 0.5328027
1011 7 -1.0248107
1011 8 1.2028844
1011 9 0.472927
1011 10 -0.44253227
1011 11 -3.3340445
1011 12 -1.1000012
1011 13 0.09012556
1011 14 0.8029644
1011 15 1.2046189
1012 0 1.2832196
1012 1 0.00013107061
1012 2 -0.21537477
1012 3 -0.8871055
1012 4 0.33305424
1012 5 1.5922116
1012 6 0.4790951
1012 7 -0.35565275
1012 8 0.80300695
1012 9 0.34001806
1012 10 0.91688526
1012 11 -0.22917509
1012 12 0.0030710697
1012 13 0.384295
1012 14 0.94819957
1012 15 0.3742782
1013 0 0.84916097
1013 1 0.2983004
1013 2 -1.2450666
1013 3 1.0725175
1013 4 -1.7843292
1013 5 -6.544219
1013 6 -6.8356304
1013 7 2.6532295
1013 8 -4.742592
1013 9 -1.5186108
1013 10 -4.5251274
1013 11 -0.2879923
1013 12 3.2321706
1013 13 -2.8472362
1013 14 -2.0402808
1013 15 1.5204842
1014 0 1.1033807
1014 1 -0.015617162
1014 2 1.9469287
1014 3 4.9600897
1014 4 -0.30525425
1014 5 -1.0636404
1014 6 -14.5079
1014 7 -27.58819
1014 8 -10.416198
1014 9 -1.1730543
1014 10 -0.16567692
1014 11 -6.714482
1014 12 -11.479079
1014 13 -2.1187162
1014 14 0.45970434
1014 15 -2.1415868
1015 0 0.4224198
1015 1 0.017680079
1015 2 0.66893065
1015 3 -0.90436715
1015 4 0.66735256
1015 5 0.24227035
1015 6 -0.83880246
1015 7 -1.1965126
1015 8 -0.0040536416
1015 9 -1.9851283
1015 10 0.43407357
1015 11 -3.47044
1015 12 -0.23540092
1015 13 0.89434487
1015 14 -1.4965765
1015 15 0.66841555
1016 0 3.4068315
1016 1 -1.9297633
1016 2 -5.203946
1016 3 2.0923343
1016 4 0.33778828
1016 5 -2.5023563
1016 6 0.048654437
1016 7 2.0971093
1016 8 -2.4886901
1016 9 -1.5991715
1016 10 -3.5842514
1016 11 0.08953023
1016 12 2.8893876
1016 13 -7.097283
1016 14 -1.4073088
1016 15 -3.394243
1017 0 1.6868432
1017 1 -0.5260002
1017 2 0.49774992
1017 3 -0.5197723
1017 4 0.2591527
1017 5 0.9132315
1017 6 0.120461345
1017 7 -0.2757442
1017 8 -1.2224534
1017 9 1.0693239
1017 10 0.021058321
1017 11 -0.28776318
1017 12 0.17471546
1017 13 0.09861374
1017 14 0.96733075
1017 15 1.4416877
1018 0 0.14003187
1018 1 0.50398564
1018 2 -1.6191113
1018 3 -1.708361
1018 4 -0.7274605
1018 5 -1.0694022
1018 6 -0.5878263
1018 7 -0.7800654
1018 8 1.6750168
1018 9 -1.4459515
1018 10 0.36661953
1018 11 -0.6154258
1018 12 -0.076149315
1018 13 0.90806514
1018 14 -1.6856701
1018 15 0.12096703
1019 0 0.16000223
1019 1 1.1984503
1019 2 -2.4667752
1019 3 -0.5515755
1019 4 -0.5277586
1019 5 -3.9203563
1019 6 -0.93583006
1019 7 -1.3314707
1019 8 1.3195524
1019 9 2.6254866
1019 10 -1.5354749
1019 11 -1.1839719
1019 12 0.8642162
1019 13 0.6486429
1019 14 -3.394308
1019 15 2.1857145
1020 0 0.7438358
1020 1 -1.9257367
1020 2 -3.737234
1020 3 -3.6828213
1020 4 -0.80755854
1020 5 -5.5096908
1020 6 -2.2533975
1020 7 -0.4687741
1020 8 0.34265932
1020 9 0.1001308
1020 10 -0.6003386
1020 11 -1.3146954
1020 12 0.3996919
1020 13 -1.3040452
1020 14 -1.7586576
1020 15 1.9629195
1021 0 4.213002
1021 1 1.0843508
1021 2 1.314218
1021 3 4.1458364
1021 4 -1.9260147
1021 5 -0.55072725
1021 6 -1.0961492
1021 7 3.5244815
1021 8 -3.9359827
1021 9 2.6000073
1021 10 -2.451261
1021 11 -1.004129
1021 12 4.649572
1021 13 -0.16951329
1021 14 2.134164
1021 15 4.072753
1022 0 1.0823427
1022 1 0.69706327
1022 2 0.6521629
1022 3 0.0010676384
1022 4 -0.851248
1022 5 -1.0688362
1022 6 -2.2336698
1022 7 -3.3877199
1022 8 -1.4650167
1022 9 -1.8553854
1022 10 -1.6674373
1022 11 -1.0841407
1022 12 -0.33825716
1022 13 0.7467875
1022 14 -3.3703039
1022 15 0.32192564
1023 0 0.28495517
1023 1 -0.2795776
1023 2 -0.55315685
1023 3 -1.0111426
1023 4 -0.107516274
1023 5 -0.5505965
1023 6 0.40189648
1023 7 -1.2833277
1023 8 0.079001255
1023 9 0.83873475
1023 10 0.46977115
1023 11 -0.27342457
1023 12 -0.39480284
1023 13 0.9055001
1023 14 -1.2109236
1023 15 0.35215813
1024 0 0.84267175
1024 1 2.7722802
1024 2 -0.82593393
1024 3 -0.32101965
1024 4 -0.090793595
1024 5 -2.6998444
1024 6 -0.41153252
1024 7 -1.042403
1024 8 1.3611386
1024 9 0.39771196
1024 10 0.038749635
1024 11 -0.19953418
1024 12 1.3738141
1024 13 1.499675
1024 14 -3.2699516
1024 15 0.83528465
1025 0 -2.469275
1025 1 -1.2120241
1025 2 -1.433495
1025 3 -0.44364238
1025 4 0.3570946
1025 5 -3.476858
1025 6 -2.8111582
1025 7 -1.8280439
1025 8 0.49136794
1025 9 -2.171344
1025 10 0.78841126
1025 11 -0.9955021
1025 12 -1.7813498
1025 13 -0.2676148
1025 14 -2.5923598
1025 15 0.7485228
1026 0 1.0454253
1026 1 0.045950115
1026 2 -0.9576759
1026 3 -1.16772
1026 4 -1.0155996
1026 5 -1.5306915
1026 6 -0.3022943
1026 7 0.5870784
1026 8 -0.59350187
1026 9 -2.0594285
1026 10 -2.2891827
1026 11 -1.7038662
1026 12 1.2620039
1026 13 -1.7638037
1026 14 -1.3014033
1026 15 0.35156775
1027 0 1.0968225
1027 1 -1.3201864
1027 2 -1.3547375
1027 3 -0.63169676
1027 4 0.2562024
1027 5 -2.0754685
1027 6 -0.588182
1027 7 -2.4795632
1027 8 1.1457837
1027 9 0.91319406
1027 10 -0.12449697
1027 11 -1.242826
1027 12 -0.23870409
1027 13 0.8214324
1027 14 -2.189104
1027 15 0.88065076
1028 0 -3.425482
1028 1 1.5388896
1028 2 -1.514644
1028 3 -3.022264
1028 4 0.23657247
1028 5 -7.02547
1028 6 -1.3247209
1028 7 -1.0082856
1028 8 -0.5234015
1028 9 0.36479458
1028 10 -1.8179277
1028 11 -0.2840832
1028 12 -3.9099886
1028 13 -2.457477
1028 14 -1.879854
1028 15 0.783234
1029 0 -4.321356
1029 1 -0.8835484
1029 2 1.1220206
1029 3 -4.002161
1029 4 -1.2552648
1029 5 -6.768477
1029 6 -2.0304732
1029 7 0.12599832
1029 8 -0.8236914
1029 9 -0.22491308
1029 10 0.056973815
1029 11 0.38344884
1029 12 -9.495652
1029 13 -2.6545317
1029 14 0.9380601
1029 15 2.0427413
1030 0 1.5615025
1030 1 0.28858417
1030 2 -0.0019856095
1030 3 -1.1540279
1030 4 0.68069714
1030 5 2.4415646
1030 6 0.8556075
1030 7 -0.7553415
1030 8 0.5311284
1030 9 0.80761385
1030 10 0.91049576
1030 11 -0.013459563
1030 12 0.2228814
1030 13 0.31648296
1030 14 1.1768513
1030 15 -0.04361236
1031 0 3.0753448
1031 1 1.3510981
1031 2 -0.062457085
1031 3 -0.26344186
1031 4 1.0599145
1031 5 2.5892
1031 6 -1.9565951
1031 7 -2.2196286
1031 8 -1.6307919
1031 9 -1.734343
1031 10 -0.7497023
1031 11 -1.9899125
1031 12 0.47967216
1031 13 0.44625634
1031 14 0.4170156
1031 15 1.0316055
1032 0 2.1702037
1032 1 0.5610717
1032 2 -1.1235927
1032 3 -1.0974932
1032 4 -0.9745241
1032 5 -2.4774003
1032 6 -1.422503
